我的收藏,#genre#
深圳都市频道1080,rtsp://183.59.160.61/PLTV/88888895/224/3221228036/10000100000000060000000007005128_0.smil?rrsip=125.88.70.140,rrsip=125.88.104.45&zoneoffset=480&icpid=szmg&accounttype=1&limitflux=-1&limitdur=-1&accountinfo=%7E%7EV2.0%7E8ASLU1D8aOzxceBqia4tyA%7EDG9YgNw6cK1gDQ3-hXKPnarr9EtNfUL8qul-aNDqx20swQaWaPoEC-TzStHl7nX8BN1n-uRS7UYBlauZimVWd_U3FSBkDLPC1L-Nwq3K3dc~ExtInfoWNHSPSTb+3AG0FnUkYLPMw==%3A20210403030623%2C16020325%2C113.118.85.150%2C20210403030623%2C31000100000000050000000000440672%2C1602032520210403030623%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&it=H4sIAAAAAAAAAC2OwQ6CMAyG32bHhQlMOeyEMTEx8wB6NXUrSCgwNzDx7QXk1vb7v_QfPRg8H1U_EbGAbz2oHTNA1PS1HuyC7kX-EIeYpxkXMuJJyspFOhHUKlqzeuqe6LdlFgv0n8agsqHijuA7eeLBNet887RhhuX2XEixT2QSSyEzycblWkJoZ8JeEPKhc-DRXoZ6FVQFFJA5MC3UqKHDf_vVu3o7N_kBqB8rAtYAAAA&tenantId=8601
深圳电视剧频道1080,rtsp://183.59.160.61/PLTV/88888895/224/3221227996/10000100000000060000000007005127_0.smil?accountinfo=%7E%7EV2.0%7E-vepNS_NUCa1HSMpdjOZ9g%7EDG9YgNw6cK1gDQ3-hXKPnarr9EtNfUL8qul-aNDqx20swQaWaPoEC-TzStHl7nX8BN1n-uRS7UYBlauZimVWd_U3FSBkDLPC1L-Nwq3K3dc~ExtInfoWNHSPSTb+3AG0FnUkYLPMw%2CEND&GuardEncType=2&tenantId
深圳体育健康1080,rtsp://183.59.160.61/PLTV/88888895/224/3221227465/10000100000000060000000003893559_0.smil?accountinfo=%7E%7EV2.0%7E5HZjx1_nf6eReDE-bGxF0w%7EDG9YgNw6cK1gDQ3-hXKPnarr9EtNfUL8qul-aNDqx20swQaWaPoEC-TzStHl7nX8BN1n-uRS7UYBlauZimVWd_U3FSBkDLPC1L-Nwq3K3dc~ExtInfoWNHSPSTb+3AG0FnUkYLPMw==%3A20210403030623%2C16020325%2C113.118.85.150%2C20210403030623%2C31000100000000050000000000219816%2C1602032520210403030623%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2CEND&GuardEncType=2&tenantId=8601
深圳都市720,http://ye23.win/iptv/sztv.php?id=2
深圳都市720,http://live.cooltv.top/tv/sztv.php?id=2
深圳都市720,http://ye23.win/iptv/sztv.php?id=2?zguangd
无线新闻,http://ye23.win/iptv/tvb.php?id=5
无线新闻,http://ye23.win/iptv/tvb.php?id=4
无线新闻,http://ye23.win/iptv/tvb.php?id=1
无线新闻,http://111.229.84.232/yulin/tvb.php?id=1
无线新闻,https://bcovlive-a.akamaihd.net/38974baa695d47bbb231665ca52b8b3c/us-west-2/5324042807001/playlist.m3u8
无线财经,http://117.169.120.138:8080/live/fhchinese/index.m3u8
无线财经,http://ye23.win/iptv/tvb.php?id=2
无线财经,http://111.229.84.232/yulin/tvb.php?id=2

央视,#genre#
CCTV1,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225918/index.m3u8
CCTV1,http://39.134.66.48/PLTV/88888888/224/3221225816/index.m3u8
CCTV1,http://39.134.67.7:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://39.134.65.142/PLTV/88888888/224/3221225816/index.m3u8
CCTV1,http://111.20.33.93/TVOD/88888893/224/3221226231/index.m3u8
CCTV1,http://39.134.65.181/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://111.20.33.93/PLTV/88888893/224/3221226231/index.m3u8
CCTV1,http://39.134.65.181/PLTV/88888888/224/3221225816/index.m3u8
CCTV1,http://39.134.66.110/PLTV/88888888/224/3221225816/index.m3u8
CCTV1,http://39.134.65.183/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://39.134.32.103:6610/270000001111/1110000301/index.m3u8?IASHttpSessionId=OTT
CCTV1,http://222.240.82.92:9901/tsfile/live/0001_1.m3u8
CCTV1,http://39.135.137.205/PLTV/88888888/224/3221225816/1.m3u8
CCTV1,http://111.20.33.70/PLTV/88888893/224/3221226231/index.m3u8
CCTV1,http://111.20.33.70/PLTV/88888893/224/3221226457/index.m3u8
CCTV1,http://39.134.65.179/PLTV/88888888/224/3221225816/1.m3u8
CCTV2,http://222.240.82.92:9901/tsfile/live/0002_1.m3u8
